500,100000
387,134,13345
170,216,29974
423,348,29548
140,315,17379
242,270,26267
247,297,31664
238,68,8015
302,476,32418
400,179,12505
56,137,20828
280,196,15329
9,354,11019
290,487,6842
122,134,23324
224,116,10804
357,426,9944
307,118,7392
496,284,4877
29,390,17414
338,477,821
424,229,18721
87,33,25940
323,424,11342
67,382,9533
375,9,30262
181,329,23869
172,247,19535
37,184,29546
408,37,3222
130,375,23039
195,4,21004
369,300,20103
43,384,21908
260,203,1744
400,441,9993
31,335,12428
423,16,11073
132,500,21015
471,378,7603
181,310,30402
453,371,24355
173,365,9590
144,268,1248
31,391,12651
146,253,9554
46,397,6222
115,458,3404
306,214,15951
278,6,10390
208,381,22860
148,36,9742
260,17,6046
367,333,17619
172,254,20775
320,262,14017
46,413,18276
288,27,2122
391,60,26860
140,164,13070
263,160,5156
241,5,4728
446,498,10825
81,94,26325
125,325,12301
455,157,28859
372,231,23066
300,161,16961
241,404,22659
484,385,2150
281,131,482
92,114,31022
476,74,30397
61,415,8270
368,500,3107
467,15,5166
279,373,8553
261,61,5773
471,488,20892
211,316,21832
425,297,24799
117,285,7779
485,187,10818
492,436,2726
3,307,23781
218,363,19871
257,215,7089
238,290,4616
124,374,12699
434,467,8034
122,249,6401
49,73,11231
70,466,32610
379,225,2924
158,94,23300
244,236,5703
332,162,12050
462,493,28280
356,453,224
411,105,3972
307,9,26465
325,269,32117
483,178,11164
425,399,16320
239,15,1744
106,260,12004
238,16,18847
137,152,17265
159,456,14492
251,202,13018
28,132,8207
37,443,18681
390,218,5387
377,432,19609
270,494,18804
275,264,31499
43,9,8032
49,379,24552
434,210,3093
321,381,20962
376,65,16966
354,80,5554
297,129,9115
470,477,30261
69,411,16926
310,386,19732
220,225,3884
271,441,31112
303,36,5437
462,487,15925
259,150,8892
125,127,32454
79,18,14529
366,144,28559
385,361,23738
119,244,28558
438,10,2570
17,61,29328
495,403,29770
83,325,23888
472,431,25790
393,107,29979
365,274,15563
310,496,1415
59,86,11838
163,498,5565
36,37,15431
279,153,11824
294,29,31787
145,240,25877
97,387,31526
137,108,11389
151,219,31185
343,401,1419
391,246,29710
94,83,2144
244,250,18098
389,171,3461
117,443,4547
472,458,27577
205,138,31639
34,445,5749
78,471,27688
226,216,8012
360,387,20556
176,58,20238
123,18,29568
15,36,6909
260,193,21887
409,346,578
496,84,15028
370,99,17465
316,153,7195
432,484,18529
212,353,23469
370,425,17614
452,370,2741
160,192,27063
318,483,10436
358,438,3856
170,159,18775
316,63,25276
331,18,4803
161,211,31281
433,215,14341
209,291,31036
312,44,30014
228,382,7331
1,202,30103
192,247,19927
101,462,3191
358,314,2219
147,304,21445
334,167,21674
344,277,25655
87,325,4155
215,455,598
56,146,16031
467,261,10762
404,324,25625
369,243,31818
220,427,20890
329,8,15952
293,105,18085
402,207,6334
316,182,17856
383,251,5723
353,360,26690
498,350,4124
97,483,676
294,9,17962
483,102,27591
6,356,27204
176,448,4760
163,381,10670
41,263,8261
312,54,26183
50,226,2436
19,410,30166
226,270,17428
428,427,23568
141,425,32335
334,419,31853
75,398,14294
111,182,10205
194,195,21769
172,392,29128
185,350,10228
301,260,11455
20,130,1497
381,298,1814
273,115,13050
422,398,9781
217,425,18055
472,179,23514
464,7,3781
338,117,21274
341,83,28945
367,289,14276
497,158,7281
453,196,22062
228,361,25977
320,49,10914
359,253,22684
13,202,7900
500,391,3147
305,85,6483
456,417,3705
489,175,21837
10,14,334
240,224,3053
49,69,19556
54,60,25244
225,167,24834
40,284,17250
270,148,18004
241,368,23345
133,212,12536
345,462,11773
244,224,18912
81,167,4822
243,405,13896
296,330,14620
434,49,18902
455,477,18275
496,138,16261
162,294,28657
136,388,7950
229,107,1150
21,466,18207
336,299,13387
147,479,10816
52,490,3331
355,273,29127
367,135,12570
131,29,16576
313,106,5516
131,143,16932
147,477,6872
323,152,25138
241,409,14613
343,434,13404
346,303,10292
355,425,24550
395,153,15217
247,51,1368
295,28,30149
422,4,10649
81,498,25808
115,368,8108
254,456,30462
45,101,18894
22,139,22273
45,54,15527
493,354,11849
463,273,21911
168,120,31213
354,305,16910
175,254,14362
335,256,16633
471,351,17935
329,112,4808
310,214,31517
115,313,8722
372,298,28731
282,462,14664
161,493,21200
454,359,9674
195,236,14704
247,306,25351
385,271,19571
440,347,18543
172,325,28081
413,159,19290
412,161,12756
166,21,16948
370,259,17134
389,73,18576
77,342,30559
238,61,31724
320,281,22831
219,266,22351
272,116,22884
57,423,2055
430,269,18433
427,426,16432
482,448,1945
500,314,19897
393,73,1903
208,26,8574
165,340,3673
124,196,19892
165,180,16196
68,183,22230
147,190,4380
416,2,5598
228,392,17001
422,463,28629
264,231,15626
355,68,7893
9,470,31532
107,285,10455
389,454,3494
405,348,14748
29,398,24198
139,399,10406
461,372,20123
288,301,28564
388,4,10051
17,458,19226
422,36,18994
44,436,22646
58,355,19124
360,465,14804
405,221,4384
45,288,29828
402,230,30379
432,100,31554
137,234,3128
64,99,14173
220,352,6688
212,48,7037
391,364,24199
223,420,25346
494,138,5864
294,295,6850
139,382,30816
152,187,22276
14,321,12035
433,207,10438
66,192,11452
321,494,25044
172,285,23465
413,375,2461
187,341,7756
22,445,25894
162,171,27887
10,195,9213
290,9,26645
406,34,6257
185,83,6632
158,95,3833
305,227,10073
237,351,31326
286,178,18554
313,31,1787
496,124,2563
42,257,28594
232,481,15817
126,343,7597
170,492,17696
4,174,27667
350,122,24568
354,95,10476
429,362,17082
418,164,8379
195,383,682
31,179,22204
285,348,5833
9,190,4098
139,135,2208
460,305,27579
23,354,19914
185,149,27951
397,313,19984
284,52,11361
324,428,9070
99,218,26713
442,10,30829
447,485,635
183,440,24193
187,123,3200
204,93,22902
33,262,6885
212,354,32279
222,209,3051
27,475,12676
129,344,30598
462,140,9213
217,346,5828
323,135,30280
189,67,26447
218,143,11555
65,222,20450
234,117,3794
293,192,26864
28,248,14172
337,276,5458
168,185,24146
97,182,10036
495,117,31261
486,2,15465
103,277,420
48,162,10174
26,227,8526
13,119,6307
233,350,29716
28,180,23337
312,355,6217
182,46,7533
116,25,13670
422,155,11370
367,416,12842
67,248,13737
155,328,30578
235,232,30761
222,404,22102
210,120,1819
397,490,19776
107,57,28402
20,247,30481
468,426,10014
370,55,4424
268,258,29241
88,356,14793
163,39,14250
471,404,10731
339,242,31506
160,51,9711
187,422,23192
122,339,15039
40,135,8073
283,255,8313
332,467,20932
67,258,8239
485,203,19277
1,448,3739
272,81,15605
242,161,22904
461,268,14071
214,69,32668
184,471,22495
188,291,32604
419,469,20917
298,29,4013
337,278,27450
411,230,30765
13,138,30380
188,415,23651
196,90,6584
127,217,23790
209,425,15240
154,107,17860
419,51,27455
200,3,20262
261,405,18571
130,18,4809
197,72,30238
394,354,22329
223,318,7298
114,439,32254
338,26,6636
364,226,26606
443,70,9495
274,206,13639
499,101,11987
248,173,15920
225,239,13681
239,73,3840
158,356,940
150,306,14825
447,224,18929
388,343,27973
479,4,21576
150,338,29648
115,249,17869
312,478,24975
221,414,27344
424,260,21929
110,59,31956
139,98,7288
250,398,30854
196,270,3953
91,247,24569
100,80,2443
468,424,3682
13,370,17518
60,260,31591
69,355,2614
475,471,24561
217,119,18560
462,117,27210
24,455,20754
40,246,7863
113,23,22173
406,250,32211
362,140,6469
228,173,23634
97,350,2548
84,422,23953
31,495,17325
364,236,11357
11,108,16604
321,425,19791
39,126,228
430,462,15752
495,140,18182
73,341,5863
16,340,5465
74,164,4214
219,46,4683
469,61,27809
326,414,17682
31,435,22426
405,87,2509
205,473,8826
243,58,26952
27,473,22528
233,71,18846
305,47,28157
69,280,1075
200,87,25289
360,247,8880
246,137,30814
214,494,10263
412,466,1764
261,317,13984
395,50,8162
142,110,616
478,218,10996
245,71,32664
154,475,16884
89,88,10325
107,336,8654
37,444,15672
335,419,11046
343,290,9508
383,98,11496
442,354,4761
415,266,25325
49,103,7920
85,469,28700
4,94,31161
8,237,17773
427,494,18090
435,29,31974
288,125,16514
335,200,1471
438,162,26771
125,53,7318
494,3,8532
324,69,2140
123,221,15995
181,198,28931
374,51,11418
453,475,19305
447,220,2865
38,452,30907
499,491,26270
311,164,17351
152,208,13311
402,170,18230
101,271,9361
485,139,16984
406,145,12283
58,147,5620
335,153,27784
266,350,29184
407,382,5197
291,499,14563
430,403,25646
201,350,15202
245,126,29068
175,34,22712
301,170,13709
333,473,10211
209,251,2487
298,209,23074
48,303,31054
424,182,3234
296,350,11184
418,249,17795
59,95,29076
150,39,1752
324,359,21657
486,49,15436
383,17,29881
384,420,8230
305,448,28180
332,292,11719
216,379,23872
478,184,21825
141,259,5876
169,207,10937
484,285,23690
380,458,13393
414,134,23756
225,372,17147
402,487,26054
79,350,27874
113,264,7799
161,41,11585
261,240,14837
138,489,27127
311,321,13671
18,262,303
378,456,18053
129,339,29186
430,150,19150
165,27,23347
364,215,14541
43,445,5166
150,141,18141
146,62,9158
196,415,13625
153,319,26104
56,96,27264
333,356,23733
450,186,14989
3,426,9660
321,176,2511
336,488,21678
360,431,18036
162,462,17950
182,106,30466
288,144,31577
265,6,6405
313,105,30479
150,325,4700
41,159,14015
32,356,19206
316,302,15721
357,251,13188
341,489,25068
408,379,5338
314,194,13570
332,178,12149
93,19,4964
58,40,2875
11,469,25906
129,92,23950
457,242,13176
435,400,14309
170,376,9445
322,355,29653
38,12,22074
116,50,23497
281,333,3022
482,32,21788
144,457,25316
383,351,2097
370,37,22067
228,185,20266
39,426,2598
217,294,7537
154,460,11505
125,265,19271
136,18,31905
452,169,955
103,488,21891
40,192,19403
225,188,28890
465,294,31854
78,37,5890
107,180,14736
88,193,16311
119,184,28434
417,177,2431
152,259,10577
153,416,1761
42,97,19596
160,356,9163
385,388,19472
414,345,20404
323,377,19701
471,452,10580
74,203,6269
58,283,29974
445,338,26730
421,280,32660
194,450,14784
248,476,32137
275,483,30801
198,46,2486
170,149,17009
351,404,21264
473,222,3905
402,268,3914
412,96,22916
50,479,1837
401,491,28311
122,27,27222
285,28,15832
186,457,26348
114,372,7621
457,10,27251
257,295,9479
394,14,9098
341,163,11395
51,387,11502
19,287,25054
24,144,6190
444,28,20268
182,430,22691
349,315,26562
250,118,32629
316,26,21357
172,485,24543
167,283,10356
21,454,7921
127,317,10800
402,7,21633
338,288,17593
332,215,21337
433,106,11418
240,434,7087
335,317,27317
83,40,12817
390,329,29103
396,426,3135
280,222,28621
342,422,25411
231,295,26403
99,84,26079
379,16,18091
303,121,28905
227,380,429
3,258,31989
52,156,10531
268,7,16676
413,349,8791
216,73,17290
215,311,18655
4,480,17468
294,37,21256
339,73,5941
285,18,5392
435,322,16942
239,417,10407
460,141,27374
409,390,14339
38,234,10120
199,94,32441
166,338,25471
367,225,23128
221,337,12617
378,177,4233
37,133,14982
255,203,11664
331,387,31291
49,422,19233
452,124,2675
171,10,28919
357,429,14066
353,72,6303
291,385,30028
218,366,2862
205,300,7429
209,295,10978
284,190,30323
79,324,12914
137,145,15780
318,297,20792
58,345,19536
395,232,16718
403,305,487
14,1,32657
109,278,29194
468,241,19763
168,1,19198
260,233,4032
399,470,2270
279,397,8530
21,408,22928
279,222,15287
75,2,11713
145,143,9767
210,445,24197
377,434,5889
244,336,31378
364,405,20055
272,203,9791
349,325,30374
42,351,10674
348,315,3002
373,222,7556
487,194,28413
436,362,18827
261,175,11196
354,250,28743
309,39,12707
251,281,3825
433,306,3587
430,213,4673
268,12,7605
88,484,26138
393,82,12879
26,116,30524
62,24,15466
195,312,26786
256,103,12267
114,17,32680
469,326,11160
288,325,21691
402,321,32125
205,452,20275
500,72,6365
198,352,26309
318,126,11166
365,205,8329
304,27,28030
467,84,4410
228,65,29650
302,328,19333
70,72,2923
233,459,17093
9,324,22383
164,302,9408
29,223,3864
154,419,19769
117,176,19851
70,51,19573
256,327,20041
358,368,5645
185,66,28269
472,469,17205
2,363,27553
188,98,26417
102,364,12374
313,89,29581
13,396,28196
53,34,18780
222,336,20615
290,445,2517
164,94,4473
356,331,8008
356,413,21808
97,15,3478
344,62,25982
163,492,19130
275,9,7670
136,415,27250
256,122,18693
216,254,5843
220,64,3413
172,496,11661
391,181,18343
137,12,26632
310,418,11437
110,425,2213
261,152,27523
387,266,12737
279,449,5333
31,390,23378
252,83,5094
67,127,25141
158,278,24033
155,139,30849
160,172,28990
293,147,24708
124,418,8751
146,452,6943
57,190,4446
498,28,1172
259,62,24871
51,364,29044
369,54,4636
68,91,10551
413,155,2742
174,481,18187
359,217,161
441,381,8026
166,462,3141
387,431,28165
55,67,16232
236,210,32471
92,298,12230
368,110,29620
357,499,28336
459,173,11488
103,324,4940
90,162,18432
493,385,22451
118,271,15838
225,196,19734
178,376,29710
133,176,25284
45,180,4607
419,121,26287
311,76,13312
5,418,8127
378,61,24070
217,329,18356
470,95,27166
358,153,21158
339,125,32322
308,270,18399
457,193,23296
83,298,10298
346,337,5908
476,153,22081
139,372,17736
178,60,14377
237,372,11586
459,262,23238
350,263,11901
147,238,3406
302,447,213
238,347,11184
410,386,18476
89,468,31515
408,278,8455
167,481,24111
326,192,24352
304,372,13117
186,469,28259
212,103,31366
286,268,23487
97,440,31716
12,109,16981
245,98,23379
447,262,10114
454,428,13241
7,267,10889
321,224,19808
78,250,25621
392,489,21213
128,332,11340
181,167,8717
301,306,27473
135,309,15542
461,272,8325
353,453,15264
78,255,4394
280,139,14502
487,131,7337
345,150,11662
470,65,31179
340,181,14859
140,420,19344
158,128,29140
59,471,22260
153,16,7505
359,300,16123
410,293,23709
101,455,7843
486,107,4031
288,459,12425
368,315,6255
259,201,615
141,154,18627
491,355,1716
484,111,28563
304,257,16646
185,130,15996
451,332,23057
285,489,3780
430,119,11858
89,127,26271
408,166,19636
47,115,1984
209,296,11962
312,213,15958
75,222,2342
206,250,13796
96,151,10567
249,324,30936
359,156,21597
176,346,4410
250,81,29600
287,186,28616
245,65,6406
310,40,27220
296,427,14755
67,445,30830
84,365,20369
6,500,17029
390,54,18785
262,491,11279
328,447,17586
14,109,24142
455,324,31503
455,15,672
479,263,10009
301,344,11531
134,441,11677
139,12,1422
212,128,29075
73,473,1006
448,285,28490
402,142,22289
112,179,7305
252,486,21011
84,219,10684
321,64,2196
19,229,25747
462,35,28907
426,233,13977
271,229,15943
58,112,6830
315,24,32232
341,401,31335
200,344,10731
75,206,30316
155,113,137
55,340,16381
495,348,2310
335,459,5474
80,28,4434
465,216,14696
471,271,10848
63,403,12988
349,119,31501
265,315,8216
363,231,7940
235,43,21236
106,358,3837
159,232,11684
138,79,798
67,249,27984
444,11,10850
162,157,22631
495,19,5444
105,326,409
258,138,24851
3,57,21450
236,298,16065
445,310,13687
98,259,11018
499,41,21118
434,77,29282
433,205,87
236,399,411
444,175,5607
115,163,9892
234,378,28657
10,217,30816
237,2,27992
68,356,15826
53,134,13755
155,89,8211
478,172,26261
32,416,21476
348,15,16305
163,399,25226
70,372,15989
329,67,27885
159,387,12269
264,443,13624
191,409,20389
361,462,14951
374,71,7592
155,465,3728
473,70,16454
487,415,7103
244,225,4198
307,185,25810
170,461,18218
16,467,30043
97,155,15102
277,48,16259
384,36,6219
223,101,30565
259,234,1164
418,49,6391
394,212,2771
160,81,1076
399,199,32627
465,180,5164
275,432,24457
99,5,19209
308,283,2094
146,273,28719
76,492,6066
474,451,10424
174,144,19144
7,403,27154
305,64,27560
441,201,4337
180,325,24903
388,472,22686
141,131,286
427,167,25205
346,129,29293
158,465,13743
344,316,32098
436,67,19455
343,201,28828
433,357,13495
346,186,18100
34,124,28412
60,81,26813
14,324,30399
52,398,4821
53,357,9701
294,384,29472
282,341,30818
75,412,27339
361,203,28219
175,51,220
400,487,4986
8,156,21433
212,367,24083
346,58,18593
3,300,7775
23,413,28884
493,24,8548
318,293,1151
260,243,11908
415,441,22525
229,192,27080
432,486,32270
416,264,20433
118,298,26911
87,185,28882
460,233,27291
29,74,4891
337,485,30692
186,349,13213
399,143,9470
292,276,17829
164,233,20195
398,389,19135
263,460,30007
68,253,25797
138,179,20662
214,150,8820
192,491,21023
235,346,31242
147,254,13777
486,20,21479
25,439,8523
115,166,16514
62,28,23579
145,24,16818
81,6,5677
247,416,30166
144,454,17668
488,228,19285
326,256,6380
191,274,10309
228,357,21679
434,11,31567
234,160,2006
469,184,21325
239,247,15592
320,377,14796
221,53,32314
23,383,3291
423,27,7615
445,36,20923
255,287,13759
119,436,988
453,212,23727
424,357,23432
344,49,1452
187,479,23938
138,187,29079
486,7,7198
98,458,29672
470,336,28816
254,215,26045
209,228,2056
461,1,19509
377,76,21897
202,452,27083
329,378,759
143,210,26204
58,201,25158
324,183,15804
425,309,22798
357,80,30576
127,238,7842
158,293,19762
192,178,13626
374,289,4906
88,490,23245
378,126,23852
336,199,32741
277,15,25903
279,59,12934
288,308,5761
91,115,27916
123,434,13982
2,254,17911
188,339,16226
465,307,22437
89,406,31536
123,302,22778
50,200,23528
311,167,9960
307,342,30103
37,87,29885
25,322,5651
388,142,10851
360,341,11470
379,27,31079
186,9,16994
53,142,8912
197,425,19556
486,255,14970
250,181,17057
230,216,25419
57,339,3824
485,243,4167
365,433,31455
473,123,3378
41,244,14229
466,260,30490
175,76,12394
148,469,4957
269,155,6041
284,18,10672
205,21,8606
321,391,30213
142,17,22245
258,351,6702
280,285,30713
56,189,22778
484,476,10359
431,123,11283
251,65,27924
201,160,5576
243,454,14883
35,23,12641
204,126,9534
283,222,15093
240,194,22499
5,194,2307
144,341,32555
165,371,16701
160,200,6365
334,300,16188
347,430,14482
293,228,32545
138,118,16289
68,321,14157
183,477,6409
419,359,29615
372,312,26272
392,372,19045
154,176,16159
343,316,13915
50,26,30386
497,433,7958
79,329,5071
225,447,9874
462,95,24964
32,47,21165
477,105,24207
98,107,883
266,262,12584
370,496,5894
426,125,6866
449,417,11182
154,238,1157
337,56,5115
395,177,12915
62,253,19823
316,162,19993
1,270,25395
224,395,9877
386,116,27525
235,262,28508
430,154,11250
191,125,13289
271,225,30193
127,168,32536
478,111,28
269,259,21275
209,93,30059
108,59,30481
60,400,21023
216,285,8887
28,376,6889
83,22,12228
22,34,31866
294,71,17355
208,319,27155
161,303,6292
222,149,6951
251,299,1572
268,100,5906
6,205,15569
176,22,19056
232,349,21283
101,411,20358
20,452,25437
368,51,6588
229,351,31240
499,372,21246
376,35,25826
469,483,27489
4,317,14100
204,199,6667
500,373,19151
166,337,21184
41,71,25823
304,457,14632
20,176,30788
137,138,17799
392,383,23402
249,400,4926
40,431,30521
148,412,17610
317,431,22595
442,182,18031
382,307,31788
167,434,14157
281,356,22138
307,124,21867
386,3,29169
357,473,29892
247,366,19976
307,327,30624
438,419,3194
465,469,25551
9,413,17774
412,77,23510
144,42,1694
74,151,6290
35,355,30767
103,58,17631
91,342,32162
107,194,21096
176,189,8866
386,418,26376
290,85,31934
497,300,19241
173,296,22492
11,312,27335
19,388,24668
394,196,872
340,62,32090
271,332,20178
40,247,31864
446,396,23947
138,443,8971
440,56,14361
237,396,20243
369,336,16689
5,84,23131
346,66,10648
230,151,23650
323,171,4521
28,53,30670
437,421,15801
356,355,9894
228,213,22982
284,345,1148
425,371,32325
315,338,30797
363,455,19170
99,333,26573
13,472,19853
110,244,23625
344,406,26878
281,120,11139
173,15,27830
252,431,1981
374,377,1736
366,191,32661
75,348,15082
